Contig name,Number of restriction sites,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,Contig annotation,Is Viral
k141_6326,886,90108,85.1772,29140,waltii,False
k141_4560,1122,94467,86.5965,24609,stipitis,False
k141_4565,11,1517,12.771,31,Herpesvirus,True
k141_1901,426,43333,85.7929,10581,mikatae,False
k141_124,199,13565,100.51,1919,stipitis,False
k141_977,2630,175582,90.9322,45611,castellii,False
k141_4569,14,1107,9.01672,25,kudriavzevii,False
k141_979,143,8849,83.7539,4178,castellii,False
k141_10735,1254,103920,72.5152,31946,lactis,False
k141_2741,934,75756,75.7448,14374,uvarum,False
k141_7207,380,30315,79.7083,8037,Rhinovirus,True
k141_9855,584,52882,74.7071,9040,uvarum,False
k141_4571,223,22619,105.61,13175,kluyveri,False
k141_125,249,21167,257.915,16436,cerevisiae,False
k141_126,50,3665,50.81,557,paradoxus,False
k141_2742,87,6180,55.2846,818,paradoxus,False
k141_2744,23,1899,10.9886,25,Coronavirus,True
k141_7208,219,19153,235.362,10018,cerevisiae,False
k141_2748,19,1025,9.98629,12,kudriavzevii,False
k141_5428,1678,138512,81.3758,41794,lactis,False
k141_2750,54,3437,57.9163,496,paradoxus,False
k141_8117,1446,109620,66.8357,17623,wickerhamii,False
k141_2752,143,10460,55.0175,1848,paradoxus,False
k141_2753,14,1038,11.2894,10,kudriavzevii,False
k141_981,283,22749,232.566,14497,cerevisiae,False
k141_128,114,10534,68.845,1869,Enterovirus,True
k141_3697,1127,101962,79.3392,18046,uvarum,False
k141_983,129,10273,86.2635,1747,Herpesvirus,True
k141_129,58,6663,186.203,2389,mikatae,False
k141_3698,28,2267,101.299,680,kluyveri,False
k141_984,46,2547,200.567,1225,castellii,False
k141_130,18,1566,52.5162,178,paradoxus,False
k141_132,14,3018,60.727,39,gossypii,False
k141_6327,616,50094,79.9522,15374,lactis,False
k141_10743,354,30645,80.5581,4389,uvarum,False
k141_8129,65,6740,65.4483,1403,paradoxus,False
k141_7209,238,20429,87.1353,6094,mikatae,False
k141_8137,19,1080,7.43011,40,kudriavzevii,False
k141_10745,77,6342,56.8627,1302,paradoxus,False
k141_8933,5159,430189,71.3066,82129,wickerhamii,False
k141_10746,25,1329,179.74,1168,cerevisiae,False
k141_5430,381,26434,90.7006,8560,castellii,False
k141_8936,77,7442,229.392,5024,cerevisiae,False
k141_12569,2432,201080,84.7659,38077,stipitis,False
k141_8141,11,1264,59.1329,221,paradoxus,False
k141_12571,16,1604,363.453,284,cerevisiae,False
k141_12572,30,3861,16.0493,54,kudriavzevii,False
k141_7215,17,1656,10.8944,28,kudriavzevii,False
k141_8142,59,6029,90.6139,934,mikatae,False
k141_2757,296,24826,85.0725,4241,Influenzavirus,True
k141_9857,753,54550,98.1764,14937,castellii,False
k141_2760,35,1122,167.784,1163,paradoxus,False
k141_8939,19,1570,10.1725,29,kudriavzevii,False
k141_9860,37,3355,87.824,1396,uvarum,False
k141_7216,267,18318,98.1775,4971,castellii,False
k141_8940,108,8653,80.7761,1943,mikatae,False
k141_5435,157,12967,84.5757,4502,Rhinovirus,True
k141_1907,709,72305,83.3578,19861,waltii,False
k141_8143,254,17258,58.6173,2827,Coronavirus,True
k141_12574,171,11698,265.424,9936,cerevisiae,False
k141_8146,25,1882,111.693,431,castellii,False
k141_10747,389,28924,72.0915,7145,Rhinovirus,True
k141_8147,10,1067,12.8441,33,kudriavzevii,False
k141_5436,179,13783,59.3707,2985,paradoxus,False
k141_12581,12,1072,94.359,69,mikatae,False
k141_12582,23,2097,17.0899,40,kudriavzevii,False
k141_10749,136,5735,1393.85,118564,cerevisiae,False
k141_5440,37,2726,10.4818,67,kudriavzevii,False
k141_5441,10,1634,14.5553,47,kudriavzevii,False
k141_12587,33,2328,53.0174,265,paradoxus,False
k141_6330,544,45638,80.2224,10222,mikatae,False
k141_7222,104,9106,20.7158,194,Coronavirus,True
k141_11629,1242,108836,77.2429,15644,uvarum,False
k141_11632,77,6155,100.897,1543,castellii,False
k141_136,702,53561,272.675,39192,cerevisiae,False
k141_137,17,1339,14.9403,42,kudriavzevii,False
k141_4575,951,80291,80.8428,26081,lactis,False
k141_11636,58,4275,313.958,2064,cerevisiae,False
k141_4576,10,1019,9.19793,38,kudriavzevii,False
k141_4577,21,1717,10.6541,14,kudriavzevii,False
k141_4578,12,1175,12.7259,33,kudriavzevii,False
k141_138,84,5483,95.57,1524,mikatae,False
k141_1910,354,26761,78.933,5807,mikatae,False
k141_12589,142,13313,56.8022,2493,paradoxus,False
k141_12590,43,2135,45.1919,3637,pastoris,False
k141_12591,5,1273,10.4007,32,kudriavzevii,False
k141_8148,436,30481,95.2992,8262,castellii,False
k141_12593,80,6235,58.7191,765,paradoxus,False
k141_5443,272,23477,79.1398,3782,uvarum,False
k141_5446,14,1575,95.5663,134,uvarum,False
k141_141,17,1783,61.2688,257,paradoxus,False
k141_11637,108,7041,90.9795,1964,castellii,False
k141_142,108,12696,61.6019,2038,paradoxus,False
k141_3701,961,84065,75.0506,14855,wickerhamii,False
k141_5447,118,8307,50.8216,1161,paradoxus,False
k141_5451,9,1750,132.554,688,kluyveri,False
k141_5453,11,2052,91.265,180,Rhinovirus,True
k141_5455,38,6301,135.662,4439,kluyveri,False
k141_5457,47,3272,12.6826,84,Enterovirus,True
k141_12598,430,34294,69.069,5090,uvarum,False
k141_145,149,15566,80.2362,2460,uvarum,False
k141_988,719,95196,47.7389,2026,gossypii,False
k141_8945,852,69200,81.5336,17674,mikatae,False
k141_8946,50,4234,100.799,1036,kluyveri,False
k141_146,130,13310,92.1868,3243,lactis,False
k141_1911,622,48546,293.2,32503,cerevisiae,False
k141_8953,14,1177,249.765,197,mikatae,False
k141_8955,15,1422,53.1847,253,paradoxus,False
k141_8957,4,2031,795.127,3493,cerevisiae,False
k141_150,109,9052,97.961,3989,kluyveri,False
k141_8965,12,1371,10.706,13,kudriavzevii,False
k141_10753,640,62000,79.6982,9346,uvarum,False
k141_10754,220,18039,59.0561,2707,paradoxus,False
k141_10756,16,1689,152.72,1779,waltii,False
k141_1912,299,27428,84.8951,5822,Enterovirus,True
k141_991,340,26888,78.8006,3155,uvarum,False
k141_4581,670,59326,138.453,28188,paradoxus,False
k141_996,7,1253,12.8214,13,kudriavzevii,False
k141_11639,987,64473,89.0171,16198,castellii,False
k141_7223,1164,104074,85.9061,23623,stipitis,False
k141_152,308,25621,79.4648,5111,mikatae,False
k141_7225,15,1843,51.1175,147,paradoxus,False
k141_4582,244,23252,101.421,8944,kluyveri,False
k141_9862,1493,119699,80.0355,22700,wickerhamii,False
k141_5458,483,43396,94.1286,14953,kluyveri,False
k141_10760,200,14194,89.542,5113,castellii,False
k141_6333,987,99282,81.5911,27951,Influenzavirus,True
k141_10765,28,1999,61.086,135,Influenzavirus,True
k141_5469,19,2144,58.8501,258,paradoxus,False
k141_5471,4,1172,13.4706,19,kudriavzevii,False
k141_1914,103,19770,132.841,4683,kluyveri,False
k141_5472,56,11764,128.635,4890,kluyveri,False
k141_10766,9,1176,8.61306,58,kudriavzevii,False
k141_9864,12,2060,168.823,282,uvarum,False
k141_4585,34,3154,13.7683,67,Unmapped,False
k141_4586,31,3960,131.816,2276,kluyveri,False
k141_10767,102,7099,294.14,5542,cerevisiae,False
k141_11642,342,23039,93.7899,4806,castellii,False
k141_11643,46,3679,47.427,578,paradoxus,False
k141_4589,54,4304,76.1536,518,mikatae,False
k141_9865,114,9955,63.0416,1656,paradoxus,False
k141_11644,17,1170,4.85882,149,pastoris,False
k141_4591,12,1552,11.8274,26,kudriavzevii,False
k141_11645,54,5884,288.868,3347,cerevisiae,False
k141_11646,32,2548,601.26,2371,cerevisiae,False
k141_9872,89,7351,90.0508,2163,kluyveri,False
k141_7226,365,28076,78.08,10113,lactis,False
k141_4592,159,13483,263.634,7943,cerevisiae,False
k141_5474,47,5181,54.5416,1172,paradoxus,False
k141_6334,244,20353,123.591,10096,mikatae,False
k141_5475,18,1847,11.0412,30,kudriavzevii,False
k141_1916,174,18113,88.4274,7253,waltii,False
k141_1917,11,1217,27.3149,24,kudriavzevii,False
k141_5477,34,2237,122.679,456,paradoxus,False
k141_6335,83,7713,77.3333,1246,uvarum,False
k141_5478,78,6032,113.621,1407,Coronavirus,True
k141_1921,23,4492,105.98,1208,kluyveri,False
k141_5479,87,8355,65.5963,1497,paradoxus,False
k141_5482,26,2258,103.406,951,kluyveri,False
k141_10768,344,26208,73.16,7867,lactis,False
k141_10769,20,1651,67.2831,334,mikatae,False
k141_9874,120,10816,80.4945,1454,uvarum,False
k141_10770,8,1029,11.81,47,kudriavzevii,False
k141_10771,11,1125,176.087,169,cerevisiae,False
k141_4593,91,10496,91.0437,4103,mikatae,False
k141_4594,20,1148,41.498,100,paradoxus,False
k141_11647,103,21706,123.615,6192,kluyveri,False
k141_11649,11,1336,137.34,439,uvarum,False
k141_10773,96,10006,305.859,9966,cerevisiae,False
k141_5483,28,2127,90.6161,246,mikatae,False
k141_1922,205,16926,56.1544,3452,paradoxus,False
k141_8149,1958,127946,92.3041,33511,castellii,False
k141_1923,6,1896,70.673,147,uvarum,False
k141_154,661,58386,270.959,41568,cerevisiae,False
k141_7230,389,35625,63.445,6789,paradoxus,False
k141_7231,17,1303,72.1492,250,paradoxus,False
k141_2765,2014,179397,89.9366,44381,stipitis,False
k141_8973,1126,79179,98.7741,20882,Herpesvirus,True
k141_10775,94,7668,77.3035,1788,lactis,False
k141_1000,780,78440,85.254,23022,waltii,False
k141_2771,16,1316,43.259,175,paradoxus,False
k141_2773,12,1317,204.886,897,cerevisiae,False
k141_11651,163,14841,75.6361,2779,waltii,False
k141_8981,46,4668,51.9199,622,Rhinovirus,True
k141_8989,9,1024,94.5892,112,mikatae,False
k141_11653,56,5674,56.5889,738,paradoxus,False
k141_2776,69,7303,94.2925,1303,uvarum,False
k141_1004,167,13122,57.9815,2401,paradoxus,False
k141_8991,47,5008,60.0838,2429,paradoxus,False
k141_7232,35,2500,52.2574,677,paradoxus,False
k141_8151,230,20412,75.4783,3100,uvarum,False
k141_11654,13,1044,6.56823,16,kudriavzevii,False
k141_11657,27,2699,79.0592,483,mikatae,False
k141_11658,9,1246,15.5091,15,Coronavirus,True
k141_5486,378,27505,105.062,6147,castellii,False
k141_155,241,18161,80.3961,3037,mikatae,False
k141_11662,20,2282,81.1646,1386,Influenzavirus,True
k141_1007,60,5490,339.074,4210,cerevisiae,False
k141_1008,42,3327,52.4649,416,paradoxus,False
k141_1012,31,2368,105.592,245,mikatae,False
k141_8152,157,12961,300.681,8589,cerevisiae,False
k141_10776,280,23156,55.3606,3380,paradoxus,False
k141_5488,74,6048,61.9873,792,paradoxus,False
k141_11667,36,5212,166.658,1671,kluyveri,False
k141_10777,141,13666,91.9407,5561,mikatae,False
k141_2779,313,26141,82.0579,5950,mikatae,False
k141_9876,614,62221,83.2318,17756,waltii,False
k141_2780,21,2075,102.608,674,mikatae,False
k141_9879,37,2875,55.8297,582,paradoxus,False
k141_2784,15,1794,932.574,2839,mikatae,False
k141_9881,11,1101,48.2261,133,paradoxus,False
k141_1924,474,35478,101.999,9262,castellii,False
k141_1013,117,9284,47.8757,1415,paradoxus,False
k141_8153,140,11649,62.4179,2030,paradoxus,False
k141_5489,244,20946,80.4366,3014,Enterovirus,True
k141_8159,11,1104,8.57862,19,kudriavzevii,False
k141_8161,81,5846,94.06,1141,mikatae,False
k141_12602,1894,148463,233.014,101063,cerevisiae,False
k141_12603,28,1476,52.7994,148,paradoxus,False
k141_12604,5,1690,82.7156,24,gossypii,False
k141_4595,621,71249,89.4285,19552,waltii,False
k141_2788,96,6271,77.0523,1258,uvarum,False
k141_1018,137,15609,101.727,6041,kluyveri,False
k141_2791,71,4858,265.171,3878,cerevisiae,False
k141_4597,121,9568,91.3038,1659,mikatae,False
k141_11674,403,36043,81.6224,7962,mikatae,False
k141_4609,14,1478,62.1611,179,paradoxus,False
k141_9883,304,23497,319.429,13523,cerevisiae,False
k141_11675,52,5398,82.6279,1166,paradoxus,False
k141_4610,48,3988,67.8223,600,paradoxus,False
k141_1025,142,13407,58.8887,2630,paradoxus,False
k141_5490,98,18835,130.728,6058,kluyveri,False
k141_8169,72,7890,303.003,5046,cerevisiae,False
k141_5492,20,1105,40.8,127,paradoxus,False
k141_5495,13,1040,9.54494,23,kudriavzevii,False
k141_5496,13,1056,14.0684,5,Herpesvirus,True
k141_157,545,48935,71.0805,7434,uvarum,False
k141_12608,118,12421,300.835,10356,Enterovirus,True
k141_158,114,7718,51.3705,961,paradoxus,False
k141_12610,65,5472,266.037,3690,cerevisiae,False
k141_8171,168,14998,54.7511,3102,paradoxus,False
k141_5498,175,13211,80.9418,2431,mikatae,False
k141_5501,23,2006,53.6514,170,paradoxus,False
k141_12614,63,5241,62.5339,747,paradoxus,False
k141_5503,7,1363,130.345,957,kluyveri,False
k141_1027,4,2674,27.391,78,kudriavzevii,False
k141_4612,25,5791,118.53,2046,kluyveri,False
k141_4613,26,2009,11.6982,102,kudriavzevii,False
k141_11684,38,7456,167.452,2933,Influenzavirus,True
k141_11685,13,1075,9.33946,13,kudriavzevii,False
k141_1925,503,49517,89.7662,18764,waltii,False
k141_11686,78,5898,51.0193,1083,paradoxus,False
k141_1028,94,8540,86.2118,3335,uvarum,False
k141_1030,18,1344,92.9062,71,paradoxus,False
k141_4614,253,21285,76.8773,2774,uvarum,False
k141_161,201,13464,255.723,7157,cerevisiae,False
k141_6336,1152,112792,85.6588,30181,waltii,False
k141_162,47,3684,55.6998,441,paradoxus,False
k141_164,30,2681,107.759,1176,kluyveri,False
k141_13449,4912,403723,71.6434,84135,wickerhamii,False
k141_8173,176,18259,56.1107,2975,paradoxus,False
k141_165,69,6381,76.9048,935,mikatae,False
k141_9884,415,37698,87.0697,9742,mikatae,False
k141_13451,84,5610,63.8106,805,paradoxus,False
k141_4617,57,4852,130.186,1777,paradoxus,False
k141_4620,14,2471,13.1142,52,kudriavzevii,False
k141_12619,128,12304,85.5184,1584,Coronavirus,True
k141_12622,40,1559,515.659,12244,paradoxus,False
k141_1927,313,22861,59.1716,3671,paradoxus,False
k141_2793,755,49892,85.7838,11407,castellii,False
k141_2794,51,1306,135.425,50,Herpesvirus,True
k141_5504,331,25071,58.6964,4565,paradoxus,False
k141_1937,12,1245,13.9269,17,Influenzavirus,True
k141_5505,32,6170,132.85,3044,kluyveri,False
k141_2796,152,13773,53.2648,2225,paradoxus,False
k141_12623,178,17128,64.3549,3679,Coronavirus,True
k141_11693,357,30869,83.3208,8188,mikatae,False
k141_8174,260,21858,61.7659,3735,Influenzavirus,True
k141_8175,27,1182,670.636,2161,cerevisiae,False
k141_1031,471,40601,194.136,20092,Influenzavirus,True
k141_9889,238,18874,51.1062,2704,paradoxus,False
k141_8176,72,6510,62.8803,1239,paradoxus,False
k141_166,274,23816,81.6907,2828,uvarum,False
k141_1032,35,2732,198.959,1054,cerevisiae,False
k141_12625,117,10707,84.8256,2167,Herpesvirus,True
k141_9892,36,3610,67.9954,424,paradoxus,False
k141_9896,15,1174,9.4082,12,kudriavzevii,False
k141_1034,80,7251,58.7013,1042,paradoxus,False
k141_167,103,9801,107.483,3500,kluyveri,False
k141_1036,29,2115,56.4137,718,paradoxus,False
k141_1037,11,1523,13.2637,34,kudriavzevii,False
k141_9898,81,6657,171.453,1990,lactis,False
k141_8997,1355,111718,77.3399,29644,lactis,False
k141_2798,118,10085,52.8574,2070,paradoxus,False
k141_8998,19,1136,221.165,189,castellii,False
k141_5506,128,16292,47.8158,294,gossypii,False
k141_1941,249,20363,119.835,4853,castellii,False
k141_4624,162,28895,126.619,10080,kluyveri,False
k141_2800,145,12273,256.322,9217,cerevisiae,False
k141_9001,164,13308,241.882,6291,cerevisiae,False
k141_2803,24,1967,54.0506,353,paradoxus,False
k141_9004,29,3580,11.7942,131,Rhinovirus,True
k141_8188,135,9854,260.968,5885,cerevisiae,False
k141_9899,62,4276,59.6966,447,paradoxus,False
k141_170,151,10682,169.056,6263,cerevisiae,False
k141_1038,144,13256,298.323,11494,cerevisiae,False
k141_175,38,6221,119.498,2272,kluyveri,False
k141_13452,583,51202,76.7365,10659,uvarum,False
k141_8189,161,15334,80.1084,2417,uvarum,False
k141_177,10,2380,152.097,411,kluyveri,False
k141_181,17,1674,12.1247,26,kudriavzevii,False
k141_9900,308,20163,94.1429,4426,castellii,False
k141_183,38,4270,96.1721,1749,kluyveri,False
k141_8190,85,8118,99.3126,3743,mikatae,False
k141_3703,2093,295684,47.907,5436,gossypii,False
k141_9901,65,4993,266.644,7328,cerevisiae,False
k141_5508,334,25630,297.009,15776,cerevisiae,False
k141_9006,126,8714,51.5104,1458,paradoxus,False
k141_5509,35,3818,104.665,1026,kluyveri,False
k141_5511,41,3218,67.0531,303,uvarum,False
k141_5513,12,1943,118.594,303,mikatae,False
k141_1948,504,37211,284.782,27896,cerevisiae,False
k141_2804,527,33322,91.8386,8169,castellii,False
k141_186,13,1102,49.0168,116,paradoxus,False
k141_8192,14,2550,697.433,1743,mikatae,False
k141_1039,214,19090,240.639,9611,cerevisiae,False
k141_9903,54,4168,50.5045,1259,paradoxus,False
k141_3704,89,8938,87.515,1070,cerevisiae,False
k141_3707,19,1911,11.6525,30,Enterovirus,True
k141_13456,281,22221,73.6891,6506,lactis,False
k141_187,103,18483,130.106,11810,kluyveri,False
k141_8201,135,15436,93.3995,6911,waltii,False
k141_190,26,4391,121.899,2701,kluyveri,False
k141_9904,239,21491,78.6987,5691,mikatae,False
k141_1950,114,9768,102.239,4923,kluyveri,False
k141_5516,173,13599,80.6755,2630,mikatae,False
k141_5517,16,1030,11.2136,29,kudriavzevii,False
k141_1954,15,1959,559.385,1049,cerevisiae,False
k141_1955,57,3217,40.7066,152,kudriavzevii,False
k141_3709,135,9718,47.7358,1272,paradoxus,False
k141_3711,10,1504,59.3117,939,paradoxus,False
k141_9008,365,34266,85.581,10875,waltii,False
k141_11694,840,71789,78.6309,17213,mikatae,False
k141_1963,9,1822,105.667,219,uvarum,False
k141_3716,10,2487,352.737,3406,cerevisiae,False
k141_3718,29,2083,62.0145,757,paradoxus,False
k141_1965,101,10205,109.572,3646,kluyveri,False
k141_1966,27,1809,11.0169,33,kudriavzevii,False
k141_3719,90,9238,109.799,3274,kluyveri,False
k141_8210,35,2851,69.5853,289,Enterovirus,True
k141_9906,49,3805,50.0766,636,paradoxus,False
k141_13465,177,17954,116.039,7931,kluyveri,False
k141_13467,16,1104,55.1143,227,castellii,False
k141_7236,2415,197223,75.12,58228,Enterovirus,True
k141_8211,41,4243,53.7874,509,paradoxus,False
k141_7241,25,2060,74.8801,365,castellii,False
k141_12628,556,82441,47.6387,1624,gossypii,False
k141_8214,60,6524,1057.3,7956,stipitis,False
k141_8215,16,1302,8475.4,21971,mikatae,False
k141_6342,1535,121062,69.3367,20403,wickerhamii,False
k141_8216,50,3499,86.6399,554,stipitis,False
k141_8218,50,2967,88.8285,321,stipitis,False
k141_10780,2666,183978,99.1405,56542,castellii,False
k141_10782,20,1977,12.9124,40,kudriavzevii,False
k141_10783,28,3101,66.635,942,paradoxus,False
k141_3720,278,21784,295.574,11544,Enterovirus,True
k141_4629,1409,94237,91.3899,21096,castellii,False
k141_3723,28,3155,92.5647,434,mikatae,False
k141_4630,19,1373,50.1922,234,Herpesvirus,True
k141_10784,215,18460,79.4477,4070,mikatae,False
k141_13473,268,27209,86.0483,5009,uvarum,False
k141_8220,185,15765,132.041,5975,mikatae,False
k141_7243,413,30506,97.9135,11180,castellii,False
k141_8224,110,9262,53.5718,1697,paradoxus,False
k141_8225,19,1939,116.577,442,kluyveri,False
k141_10785,24,1614,49.1824,559,paradoxus,False
k141_4638,22,1496,10.3432,23,kudriavzevii,False
k141_4640,28,1562,9.71246,39,kudriavzevii,False
k141_3727,101,7008,88.7976,1906,castellii,False
k141_4642,11,1338,11.2071,24,kudriavzevii,False
k141_3732,12,1234,77.1596,472,paradoxus,False
k141_11711,478,41761,107.846,14202,wickerhamii,False
k141_9010,890,56552,87.4367,16197,castellii,False
k141_5528,611,60861,107.918,22701,kluyveri,False
k141_4644,121,11641,83.3985,2950,mikatae,False
k141_5531,31,6455,236.225,8058,kluyveri,False
k141_8228,15,1591,10.1381,12,kudriavzevii,False
k141_192,781,64039,81.8029,11828,Coronavirus,True
k141_7247,267,21935,60.7792,4338,paradoxus,False
k141_7249,12,1178,11.5768,21,kudriavzevii,False
k141_2809,993,83875,75.7079,15233,wickerhamii,False
k141_1967,809,63903,69.1742,12958,wickerhamii,False
k141_4647,261,18130,101.538,3619,castellii,False
k141_3733,376,28937,306.003,22065,cerevisiae,False
k141_1970,127,10225,52.7527,2085,paradoxus,False
k141_4648,100,11973,95.4552,2250,uvarum,False
k141_1974,37,3187,96.8156,411,uvarum,False
k141_12629,884,74836,78.2363,12406,uvarum,False
k141_195,335,28805,84.6212,4032,uvarum,False
k141_198,16,1497,99.7357,468,kluyveri,False
k141_9909,1123,92949,90.5149,20330,stipitis,False
k141_9011,547,43670,82.0609,9859,mikatae,False
k141_1975,79,6341,283.821,3690,cerevisiae,False
k141_4650,83,8460,54.9567,1470,Herpesvirus,True
k141_10786,493,59385,47.1918,1188,Rhinovirus,True
k141_2817,403,34300,81.3842,9293,mikatae,False
k141_1978,57,10586,130.193,5413,kluyveri,False
k141_11712,980,60470,96.1863,13881,castellii,False
k141_1979,113,10460,84.7331,1338,uvarum,False
k141_1981,9,1170,338.943,875,cerevisiae,False
k141_9910,280,17953,84.0089,4381,castellii,False
k141_1985,9,1423,213.178,1160,kluyveri,False
k141_7250,944,67456,92.5115,16670,castellii,False
k141_9912,242,20042,78.6393,4795,lactis,False
k141_7251,306,25507,319.531,17031,cerevisiae,False
k141_201,1018,68269,93.7783,20695,castellii,False
k141_7253,15,1268,75.7737,63,Coronavirus,True
