Bin,Contig,Restriction sites,Length,Coverage,Self Contact,Type,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
MAG_1108,"contig_14418, contig_58455",1749,167041,227,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1109,"contig_11258, contig_8112",29878,3095785,41142,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasoniB
MAG_111,"contig_21226, contig_22420, contig_23183, contig_30325, contig_3252, contig_34398, contig_35995, contig_37918, contig_3916, contig_39356, contig_41485, contig_46773, contig_47646, contig_50089, contig_54005, contig_54733, contig_58870, contig_8521",5180,1287807,2541,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1110,"contig_24582, contig_59609",1244,183912,706,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1111,contig_40834,16653,3533083,48226,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1112,"contig_57539, contig_60996",29606,2923798,37250,0,chromosome,d_Bacteria,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Parasutterella,s_Parasutterella sp900552195
MAG_1113,"contig_60708, contig_8622",17116,2168452,10573,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_SIG483,s_Unspecified SIG483
MAG_1114,"contig_34404, contig_9196",1851,249607,213,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1115,"contig_52790, contig_9442",832,162362,53,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1116,"contig_47396, contig_5897",5598,917359,247,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RGIG6375,s_Unspecified RGIG6375
MAG_1117,"contig_1206, contig_5979",29736,3490011,115338,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1118,"contig_24704, contig_61133",2331,170727,1233,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1119,"contig_13070, contig_37874",1527,154989,79,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_112,"contig_14739, contig_15070, contig_35471, contig_38347, contig_42806, contig_4506, contig_45869, contig_4730, contig_49784, contig_5160, contig_53603, contig_54219, contig_57003, contig_57062, contig_57767, contig_59756, contig_6711, contig_8854",20345,1844858,3071,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Choladousia,s_Unspecified Choladousia
MAG_1120,"contig_12633, contig_7549",25203,3098821,18382,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA1081,s_Unspecified UBA1081
MAG_1121,"contig_25934, contig_26509",16899,1757889,62297,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1122,"contig_31891, contig_57952",9158,1041874,21339,0,chromosome,d_Bacteria,k_Bacteria,p_Actinobacteriota,c_Actinomycetia,o_Actinomycetales,f_Bifidobacteriaceae,g_RGIG1476,s_RGIG1476 sp017413255
MAG_1123,"contig_4044, contig_55721",17167,1932619,64865,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UBA1740,s_Unspecified UBA1740
MAG_1124,"contig_24327, contig_405",852,167832,157045,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1125,"contig_52924, contig_7774",804,179246,64504,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1126,contig_3204,25432,3289473,129892,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_1127,"contig_5036, contig_56349",12942,2537799,11248,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1128,"contig_27622, contig_58967",27761,1610738,13978,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1129,"contig_21597, contig_35853",4314,284055,133,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_113,"contig_13141, contig_24563, contig_24680, contig_28533, contig_29544, contig_29868, contig_36593, contig_49755, contig_50617, contig_52039, contig_52965, contig_53590, contig_53738, contig_56530, contig_59722, contig_6179, contig_9066",13631,1259154,2017,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Unspecified Christensenellaceae,s_Unspecified Christensenellaceae
MAG_1130,"contig_32744, contig_53439",6260,337997,55,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1131,"contig_53775, contig_54159",1202,214778,1049,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Bittarella,s_Unspecified Bittarella
MAG_1132,contig_11718,22537,1305553,2952,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1133,contig_8851,5922,805997,139963,0,chromosome,d_Bacteria,k_Bacteria,p_Campylobacterota,c_Campylobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,s_Unspecified Campylobacter
MAG_1134,contig_3236,30781,3024766,82402,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminococcus,s_Ruminococcus sp015066925
MAG_1135,contig_57430,14445,2186621,34352,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_RGIG3102,s_Unspecified RGIG3102
MAG_1136,contig_13103,13603,1710977,30519,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_Scatosoma,s_Unspecified Scatosoma
MAG_1137,contig_5013,19378,2072871,4363,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_JAAYXM01,g_RGIG7332,s_Unspecified RGIG7332
MAG_1138,contig_14639,21465,2281247,39875,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1139,contig_11980,7036,962523,7101,0,chromosome,d_Bacteria,k_Bacteria,p_Planctomycetota,c_Planctomycetia,o_Pirellulales,f_Thermoguttaceae,g_RUG369,s_RUG369 sp017435375
MAG_114,"contig_1010, contig_12063, contig_12070, contig_12075, contig_12078, contig_12089, contig_12092, contig_20529, contig_24750, contig_33048, contig_33528, contig_33530, contig_33535, contig_3608, contig_46019, contig_56807, contig_6774, contig_7207",13699,2161140,6974,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1140,contig_11327,1755,192186,24848,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1141,contig_17590,1381,154457,467,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1142,contig_18624,4232,733073,1582,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1143,contig_59175,1334,156201,478,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1144,contig_22415,1982,273312,1147,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1145,contig_25250,1005,169911,427,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1146,contig_25253,1710,321557,897,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1147,contig_32719,3403,497581,2254,0,chromosome,d_Bacteria,k_Bacteria,p_Planctomycetota,c_Planctomycetia,o_Pirellulales,f_Thermoguttaceae,g_RUG369,s_RUG369 sp017937485
MAG_1148,contig_28159,1059,160145,265,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1149,contig_3191,1423,218310,1149,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_115,"contig_32241, contig_32625, contig_32652, contig_33895, contig_34006, contig_36911, contig_41177, contig_44194, contig_50778, contig_51068, contig_57927, contig_58284, contig_58720, contig_58764, contig_5906, contig_60169, contig_60631, contig_60953",8418,1152994,2138,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
MAG_1150,contig_4874,25568,3322188,186406,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Unspecified Cryptobacteroides
MAG_1151,contig_40248,1504,191656,873,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1152,contig_42290,1871,235523,831,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Unspecified Christensenellaceae,s_Unspecified Christensenellaceae
MAG_1153,contig_3263,1239,217499,1174,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1154,contig_43322,3111,456446,2266,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1155,contig_45759,3444,619202,1064,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1156,contig_46658,1509,223598,1196,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1157,contig_46935,2204,310867,1469,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1158,contig_45627,1293,226937,334,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1159,contig_18625,1274,215980,646,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_116,"contig_10531, contig_11989, contig_1309, contig_21371, contig_25433, contig_33395, contig_37716, contig_38742, contig_46359, contig_47875, contig_51212, contig_52117, contig_53320, contig_54164, contig_58643, contig_59082, contig_60412, contig_7880",16730,1676298,1875,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_Clostridium_A,s_Unspecified Clostridium_A
MAG_1160,contig_50258,1365,175642,685,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Unspecified Christensenellaceae,s_Unspecified Christensenellaceae
MAG_1161,contig_50991,995,177248,176,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1162,contig_51154,5324,745357,3929,0,chromosome,d_Bacteria,k_Bacteria,p_Planctomycetota,c_Planctomycetia,o_Pirellulales,f_Thermoguttaceae,g_RUG369,s_Unspecified RUG369
MAG_1163,contig_57859,2195,334750,1902,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_UBA1685,s_UBA1685 sp017435905
MAG_1164,contig_57885,2453,205374,516,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Unspecified Christensenellaceae,s_Unspecified Christensenellaceae
MAG_1165,contig_4893,1622,261241,404,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Flavonifractor,s_Unspecified Flavonifractor
MAG_1166,contig_5613,10578,2549866,22549,0,chromosome,d_Bacteria,k_Bacteria,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_Unspecified Mailhella
MAG_1167,contig_60381,1257,210724,685,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1168,contig_7348,1718,233052,901,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1169,contig_8748,1807,337566,597,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_117,"contig_10740, contig_12571, contig_14115, contig_15118, contig_1726, contig_19437, contig_19737, contig_20325, contig_30499, contig_31535, contig_3880, contig_40183, contig_5383, contig_54113, contig_57317, contig_59701, contig_60628, contig_8110",17336,1965063,1346,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA1081,s_Unspecified UBA1081
MAG_1170,contig_9727,3636,374802,2165,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_UBA1685,s_UBA1685 sp017435905
MAG_1171,contig_37973,2449,165275,13188,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1172,contig_640,20052,2581016,19973,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_UBA738,s_Unspecified UBA738
MAG_1173,contig_29938,16316,2116913,64050,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_Unspecified UBA737
MAG_1174,contig_29966,23294,3224764,42549,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_RUG11977,s_Unspecified RUG11977
MAG_1175,contig_11994,21173,2063914,25211,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1176,contig_11640,17048,2492266,31629,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1177,contig_58254,23386,2397047,39435,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteC,c_Negativicutes,o_Veillonellales,f_Dialisteraceae,g_Dialister,s_Dialister sp000434475
MAG_1178,"contig_4537, contig_52825, contig_716",18002,3177569,3810,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_Unspecified Limivicinus
MAG_1179,"contig_18386, contig_29777, contig_39930",17836,3194801,10996,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_118,"contig_10007, contig_10092, contig_10248, contig_11638, contig_12678, contig_15011, contig_26062, contig_26989, contig_30565, contig_40512, contig_43123, contig_44783, contig_46463, contig_54362, contig_57240, contig_57665, contig_59375, contig_59940",14743,1287888,7945,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia_A,s_Unspecified Blautia_A
MAG_1180,"contig_23071, contig_25335, contig_37228, contig_53266",29960,4848213,13394,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Unspecified Cryptobacteroides
MAG_1181,"contig_11483, contig_11484, contig_11496, contig_55857",27069,3374125,19899,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UMGS1484,s_Unspecified UMGS1484
MAG_1182,"contig_20236, contig_56682",4922,530722,210,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UMGS1668,s_Unspecified UMGS1668
MAG_1183,"contig_3862, contig_57072",29736,3124789,2233,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UMGS1668,s_UMGS1668 sp017847875
MAG_1184,"contig_40061, contig_4057, contig_4558, contig_60534",37123,4055903,25666,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1185,"contig_1370, contig_29726, contig_6212, contig_7583",19913,4308624,27815,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_HGM04593,s_Unspecified HGM04593
MAG_1186,"contig_47933, contig_57070, contig_6040",18180,1192618,700,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_HGM11367,s_Unspecified HGM11367
MAG_1187,"contig_58071, contig_9497",41166,3514712,6093,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1188,"contig_1573, contig_42787",22369,1411407,2259,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1189,"contig_58674, contig_60818",24460,2104323,13714,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UMGS1071,s_Unspecified UMGS1071
MAG_119,"contig_12494, contig_13332, contig_26039, contig_27432, contig_27741, contig_29888, contig_32139, contig_34514, contig_36608, contig_39271, contig_50318, contig_51450, contig_56856, contig_60255, contig_8497, contig_8499, contig_9451",43607,4223576,6877,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_RGIG4284,s_Unspecified RGIG4284
MAG_1190,"contig_14, contig_37024, contig_39297, contig_54558, contig_7792",31733,6563840,54965,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1191,"contig_16591, contig_2904, contig_2907, contig_54578, contig_54619",37440,4689005,65371,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1192,"contig_20358, contig_27455, contig_5601",10945,2124906,2858,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1193,"contig_6920, contig_711",7545,1430359,2451,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_Unspecified Limivicinus
MAG_1194,"contig_3210, contig_43814, contig_5034",19937,2493436,1423,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_1195,"contig_1385, contig_49321",25616,3311143,23504,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_1196,"contig_10580, contig_30703, contig_53059",19362,3699920,29689,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculum,s_Muribaculum sp003150235
MAG_1197,"contig_37945, contig_5012, contig_56057, contig_7922",51787,4302849,9254,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1198,"contig_22567, contig_7921",2743,327060,1125,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1199,"contig_3581, contig_3582, contig_481, contig_523",26934,4072868,12249,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_Alistipes,s_Alistipes sp015060075
MAG_12,"contig_10895, contig_11733, contig_12184, contig_21823, contig_23810, contig_25645, contig_31715, contig_31867, contig_3559, contig_3573, contig_3593, contig_36862, contig_37012, contig_40037, contig_40122, contig_41608, contig_45736, contig_46309, contig_47632, contig_49769, contig_50543, contig_51455, contig_52999, contig_53297, contig_53465, contig_5527, contig_5546, contig_8324",30876,2491879,9345,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Mediterraneibacter_A,s_Unspecified Mediterraneibacter_A
MAG_120,"contig_12164, contig_13527, contig_25951, contig_26525, contig_32364, contig_33447, contig_35415, contig_38334, contig_43790, contig_45311, contig_50208, contig_50223, contig_52370, contig_5247, contig_53058, contig_53978, contig_55185, contig_5904",5774,680141,1333,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Evtepia,s_Unspecified Evtepia
MAG_1200,"contig_1919, contig_19281",6435,772816,1375,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1750,g_SIG373,s_SIG373 sp015056005
MAG_1201,"contig_22573, contig_36746, contig_39492, contig_5551, contig_55683, contig_88",43123,7646335,340072,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
