Bin index,Kingdom,Phylum,Class,Order,Family,Genus,Species,Customized annotation
MAG_573,,,,,,,,
MAG_574,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella pullicola,
MAG_575,,,,,,,,
MAG_576,,,,,,,,
MAG_577,,,,,,,,
MAG_578,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,,
MAG_579,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_58,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella excrementavium,
MAG_580,,,,,,,,
MAG_581,,,,,,,,
MAG_582,,,,,,,,
MAG_583,,,,,,,,
MAG_584,,,,,,,,
MAG_585,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_586,,,,,,,,
MAG_587,,,,,,,,
MAG_588,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RUG626,,
MAG_589,Bacteria,FirmicuteA,Clostridia,HGM11514,HGM11514,SIG438,,
MAG_59,,,,,,,,
MAG_590,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,QALR01,QALR01 sp017937845,
MAG_591,,,,,,,,
MAG_592,,,,,,,,
MAG_593,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,UBA5489,,
MAG_594,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_595,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,HGM11367,,
MAG_596,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_597,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_598,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_599,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_6,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_60,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_600,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_601,,,,,,,,
MAG_602,,,,,,,,
MAG_603,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_604,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-977,UBA11549,UBA11549 sp900550445,
MAG_605,,,,,,,,
MAG_606,,,,,,,,
MAG_607,,,,,,,,
MAG_608,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_609,,,,,,,,
MAG_61,,,,,,,,
MAG_610,,,,,,,,
MAG_611,,,,,,,,
MAG_612,,,,,,,,
MAG_613,Bacteria,FirmicuteA,Clostridia,UBA1381,UMGS1253,,,
MAG_614,,,,,,,,
MAG_615,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA11452,UBA11452 sp003526375,
MAG_616,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,UBA1206,UBA1206 sp000433115,
MAG_617,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_618,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,,
MAG_619,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_62,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_620,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,NSJ-63 sp014384805,
MAG_621,,,,,,,,
MAG_622,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_623,,,,,,,,
MAG_624,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,RUG14179,RUG14179 sp017408325,
MAG_625,,,,,,,,
MAG_626,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_627,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_628,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_629,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_63,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,Intestinimonas butyriciproducens,
MAG_630,,,,,,,,
MAG_631,,,,,,,,
MAG_632,,,,,,,,
MAG_633,,,,,,,,
MAG_634,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_635,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_636,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_637,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,
MAG_638,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_639,Bacteria,Verrucomicrobiota,Kiritimatiellae,RFP12,UBA1067,UBA1731,,
MAG_64,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Fimadaptatus,,
MAG_640,,,,,,,,
MAG_641,,,,,,,,
MAG_642,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis lenta,
MAG_643,,,,,,,,
MAG_644,,,,,,,,
MAG_645,,,,,,,,
MAG_646,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_647,,,,,,,,
MAG_648,,,,,,,,
MAG_649,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_65,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_650,,,,,,,,
MAG_651,,,,,,,,
MAG_652,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,InstestinimonaA,InstestinimonaA gabonensis,
MAG_653,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_654,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_655,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_656,,,,,,,,
MAG_657,,,,,,,,
MAG_658,,,,,,,,
MAG_659,,,,,,,,
MAG_66,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,Fimisoma sp002320005,
MAG_660,,,,,,,,
MAG_661,,,,,,,,
MAG_662,Bacteria,FirmicuteA,Clostridia,Oscillospirales,JAAYOS01,,,
MAG_663,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_664,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,,
MAG_665,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA5755,Avidehalobacter,,
MAG_666,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp017435385,
MAG_667,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Firm-07,,
MAG_668,,,,,,,,
MAG_669,,,,,,,,
MAG_67,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_670,,,,,,,,
MAG_671,Bacteria,FirmicuteA,Clostridia,UMGS1810,UMGS1810,SIG455,,
MAG_672,,,,,,,,
MAG_673,,,,,,,,
MAG_674,,,,,,,,
MAG_675,,,,,,,,
MAG_676,,,,,,,,
MAG_677,,,,,,,,
MAG_678,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_679,,,,,,,,
MAG_68,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_680,,,,,,,,
MAG_681,Bacteria,FirmicuteA,Clostridia,Monoglobales,Monoglobaceae,UMGS1820,,
MAG_682,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG8773,,
MAG_683,,,,,,,,
MAG_684,,,,,,,,
MAG_685,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG612,,
MAG_686,,,,,,,,
MAG_687,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_688,,,,,,,,
MAG_689,,,,,,,,
MAG_69,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_690,,,,,,,,
MAG_691,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_692,,,,,,,,
MAG_693,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_694,,,,,,,,
MAG_695,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_696,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SFDP01,,
MAG_697,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,
MAG_698,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_699,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_7,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_70,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,,
MAG_700,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,,
MAG_701,,,,,,,,
MAG_702,,,,,,,,
MAG_703,,,,,,,,
MAG_704,,,,,,,,
MAG_705,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_706,,,,,,,,
MAG_707,,,,,,,,
MAG_708,,,,,,,,
MAG_709,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RGIG1995,,
MAG_71,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,SIG483,,
MAG_710,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_711,,,,,,,,
MAG_712,,,,,,,,
MAG_713,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_714,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_715,,,,,,,,
MAG_716,,,,,,,,
MAG_717,,,,,,,,
MAG_718,,,,,,,,
MAG_719,,,,,,,,
MAG_72,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp003150355,
MAG_720,,,,,,,,
MAG_721,,,,,,,,
MAG_722,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_724,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_725,,,,,,,,
MAG_726,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_727,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_728,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG644,SIG644 sp017452545,
MAG_729,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,,
MAG_73,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_730,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_731,,,,,,,,
MAG_732,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_733,,,,,,,,
MAG_734,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_735,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_736,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_737,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_738,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,CAG-475,,
MAG_739,,,,,,,,
MAG_74,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania sp900120005,
MAG_740,,,,,,,,
MAG_741,,,,,,,,
MAG_742,Bacteria,Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,RGIG8597,RGIG8597 sp017624275,
MAG_743,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_744,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,Pelethenecus,,
MAG_745,,,,,,,,
MAG_746,,,,,,,,
MAG_747,Bacteria,FirmicuteA,Clostridia,UMGS1883,UMGS1540,SIG447,,
MAG_748,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG4709,,
MAG_749,,,,,,,,
MAG_75,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp000437495,
MAG_750,,,,,,,,
MAG_751,,,,,,,,
MAG_752,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp004555655,
MAG_753,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_754,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG4709,,
MAG_755,,,,,,,,
MAG_756,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_757,,,,,,,,
MAG_758,Bacteria,FirmicuteA,Clostridia,HGM11327,HGM11327,SIG351,SIG351 sp017935525,
MAG_759,,,,,,,,
MAG_76,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-272,CAG-272 sp900556615,
MAG_760,,,,,,,,
MAG_761,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_762,,,,,,,,
MAG_763,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,,,
MAG_764,,,,,,,,
MAG_765,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_766,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_767,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis vadensis,
MAG_768,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017935265,
MAG_769,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,UBA644,,
MAG_77,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017471985,
MAG_770,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG5675,,
MAG_771,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,,
MAG_772,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_773,,,,,,,,
MAG_774,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_775,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp017936365,
MAG_776,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-314,Fimimonas,Fimimonas sp017409765,
MAG_777,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp017847875,
MAG_778,,,,,,,,
MAG_779,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA6448,UBA6448 sp000437315,
MAG_78,,,,,,,,
MAG_780,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_781,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3013,,
MAG_782,,,,,,,,
MAG_783,,,,,,,,
MAG_784,,,,,,,,
MAG_785,,,,,,,,
MAG_786,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_787,,,,,,,,
MAG_788,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_789,,,,,,,,
MAG_79,Bacteria,FirmicuteA,Clostridia,Oscillospirales,RGIG577,,,
MAG_790,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RuminococcuE,,
MAG_791,Bacteria,FirmicuteA,Clostridia,Monoglobales,Firm-18,UBA1775,,
MAG_792,,,,,,,,
MAG_793,,,,,,,,
MAG_794,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_795,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp015067125,
MAG_796,,,,,,,,
MAG_797,,,,,,,,
MAG_798,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,VSOB01,,
MAG_799,,,,,,,,
MAG_8,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,,,
MAG_80,Bacteria,FirmicuteA,Clostridia,HGM11514,HGM11514,,,
MAG_800,,,,,,,,
MAG_801,,,,,,,,
MAG_802,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,
MAG_803,,,,,,,,
MAG_804,,,,,,,,
MAG_805,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_806,,,,,,,,
MAG_807,,,,,,,,
MAG_808,,,,,,,,
MAG_809,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp015067385,
MAG_81,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,NSJ-40,,
MAG_810,,,,,,,,
MAG_811,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,,
MAG_812,,,,,,,,
MAG_813,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546925,
MAG_814,,,,,,,,
MAG_815,,,,,,,,
MAG_816,,,,,,,,
MAG_817,,,,,,,,
MAG_818,,,,,,,,
MAG_819,,,,,,,,
MAG_82,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_820,,,,,,,,
MAG_821,,,,,,,,
MAG_822,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,
MAG_823,,,,,,,,
MAG_825,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_826,,,,,,,,
MAG_827,,,,,,,,
MAG_828,,,,,,,,
MAG_829,,,,,,,,
MAG_83,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Fimivivens,Fimivivens sp900113995,
MAG_830,,,,,,,,
MAG_831,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_832,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_833,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SFDP01,,
MAG_834,,,,,,,,
MAG_835,,,,,,,,
MAG_836,,,,,,,,
MAG_837,,,,,,,,
MAG_838,,,,,,,,
MAG_839,,,,,,,,
MAG_84,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,UBA738 sp004557735,
MAG_840,,,,,,,,
MAG_841,,,,,,,,
MAG_842,,,,,,,,
MAG_843,,,,,,,,
MAG_844,,,,,,,,
MAG_845,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,,
MAG_846,,,,,,,,
MAG_847,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_848,,,,,,,,
MAG_849,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp017936365,
MAG_85,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_B,,
MAG_850,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,
MAG_851,,,,,,,,
MAG_852,,,,,,,,
MAG_853,,,,,,,,
MAG_854,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_855,,,,,,,,
MAG_856,,,,,,,,
MAG_857,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_858,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_859,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_86,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_860,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp015067525,
MAG_861,,,,,,,,
MAG_862,,,,,,,,
MAG_863,,,,,,,,
MAG_864,,,,,,,,
MAG_865,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,InstestinimonaA,InstestinimonaA gabonensis,
MAG_866,,,,,,,,
MAG_867,,,,,,,,
MAG_868,,,,,,,,
MAG_869,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_87,,,,,,,,
MAG_870,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS172,,
MAG_871,,,,,,,,
MAG_872,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_873,,,,,,,,
MAG_874,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,HGM13634,,
MAG_875,,,,,,,,
MAG_876,,,,,,,,
MAG_877,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_878,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017435375,
MAG_879,,,,,,,,
MAG_88,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA6857,,
MAG_880,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UBA11512,UBA11512 sp003522145,
MAG_881,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_882,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_883,,,,,,,,
MAG_884,,,,,,,,
MAG_885,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA4068,,,
MAG_886,,,,,,,,
MAG_887,,,,,,,,
MAG_888,,,,,,,,
MAG_889,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_89,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_890,,,,,,,,
MAG_891,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017442185,
MAG_892,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_893,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAJFUH01,,
MAG_894,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,RGIG8482,,
MAG_895,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_896,,,,,,,,
MAG_897,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Pseudolachnospira,,
MAG_898,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_899,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP scindens,
MAG_9,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_90,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1750,UBA1428,,
MAG_900,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_901,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UBA1740,UBA1740 sp017504785,
MAG_902,,,,,,,,
MAG_903,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_904,,,,,,,,
MAG_905,,,,,,,,
MAG_906,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_907,,,,,,,,
MAG_908,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_909,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp002320035,
MAG_91,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp900557155,
MAG_910,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Avispirillum,,
MAG_911,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_912,Bacteria,FirmicuteA,Clostridia,Monoglobales,Monoglobaceae,UMGS1326,,
MAG_913,Bacteria,FirmicuteC,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,,
MAG_914,,,,,,,,
MAG_915,,,,,,,,
MAG_916,,,,,,,,
MAG_917,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp002404795,
MAG_918,,,,,,,,
MAG_919,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp017621705,
MAG_92,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_920,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_921,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_922,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,,
MAG_923,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus sp017439985,
MAG_924,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_925,Bacteria,FirmicuteA,Tb-RUG-66,Tb-RUG-66,Tb-RUG-66,,,
MAG_926,,,,,,,,
MAG_927,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,,
MAG_928,,,,,,,,
MAG_929,,,,,,,,
