Contig index,The number of restriction sites,Contig length,Contig coverage
contig_14552,469,69027,716
contig_14556,3605,401703,6226
contig_14560,7650,1008835,30
contig_14561,867,118999,67
contig_14563,466,64805,4
contig_14576,31,5189,34
contig_14585,266,28058,905
contig_14586,4964,508456,8880
contig_14590,7952,801961,85
contig_14593,1173,116394,288
contig_14598,1662,238460,152
contig_14603,476,100301,931
contig_14604,589,98343,552
contig_14608,1097,142994,51
contig_14613,729,77546,21
contig_14623,237,25980,122
contig_14628,1747,169237,8008
contig_14629,18912,3276554,422
contig_14631,8637,512963,1541
contig_14636,7286,641902,481
contig_14637,478,47245,39875
contig_14639,21465,2281247,564
contig_14641,6370,752654,88
contig_14642,665,96659,117
contig_14648,251,51081,3297
contig_14651,24452,2155727,33
contig_14652,1255,137433,1123
contig_14657,1728,149391,122
contig_14665,962,89787,29
contig_14668,727,43293,708
contig_14671,2995,295870,100
contig_14675,910,102539,84
contig_14691,605,58041,1260
contig_14708,415,51010,599
contig_1471,1216,117612,183
contig_14716,1060,138530,164
contig_14717,406,67696,51
contig_14718,267,24875,577
contig_1472,1906,278148,73
contig_14723,669,109880,14310
contig_1473,6727,1074845,227
contig_14730,948,78777,247004
contig_14736,24800,2619701,8649
contig_14738,14624,1732360,65
contig_14739,323,25647,13
contig_14745,102,14157,51
contig_14747,267,36603,5283
contig_14748,2154,287618,83
contig_14753,168,45570,61
contig_14757,2145,108760,552
contig_14758,7703,902182,3132
contig_1476,867,133539,50
contig_14760,818,84967,172
contig_14764,2271,276240,44
contig_14767,851,105531,59
contig_14769,1252,129900,127
contig_1477,744,131101,72
contig_14773,1428,139381,9
contig_14774,582,60632,25
contig_14776,602,55476,29
contig_14778,970,100013,3102
contig_1478,1670,274211,37
contig_14782,1097,96489,309
contig_14789,1680,191013,406
contig_1479,1578,206700,38
contig_14791,448,46878,12
contig_14792,561,43393,13
contig_14793,91,6917,33
contig_14799,1011,119775,269
contig_14805,2823,219414,71
contig_14807,313,68715,171
contig_14812,409,61557,15142
contig_14813,5461,653374,5
contig_14815,381,34698,1107
contig_14818,1873,114630,51
contig_1482,399,70308,10
contig_14822,345,60805,105
contig_14823,944,137748,2158
contig_14826,306,75023,289
contig_14832,1605,183773,128
contig_14836,840,93758,409
contig_14839,640,83089,8
contig_1484,63,8986,1318
contig_14841,3409,468163,534
contig_1485,2720,380938,67
contig_14856,533,89521,16843
contig_1486,7696,1137635,51
contig_14863,479,68026,96
contig_14870,235,34348,12183
contig_14872,5824,829898,1427
contig_14873,1731,218427,779
contig_14879,3962,396244,45
contig_1488,500,80789,125
contig_14895,590,67090,36
contig_14896,274,36426,405
contig_14898,4531,233107,288
contig_14899,3359,169597,3250
contig_14900,5071,253863,748
contig_14904,1181,161998,63
contig_14908,458,71420,143
contig_14911,470,45765,722
contig_14913,2802,437027,455
contig_14915,3398,494233,291
contig_14920,3551,495920,1131
contig_14928,4753,621119,927
contig_14929,4042,527018,96
contig_14932,664,83905,56102
contig_1494,30134,3057410,82
contig_14953,730,89245,366
contig_1496,3105,328867,2372
contig_14963,1693,243886,96
contig_14971,513,74690,29472
contig_14973,19974,1908269,189126
contig_14974,647,222547,78
contig_14977,705,77505,17
contig_14979,302,34936,10657
contig_14983,17694,1039719,43
contig_14994,1037,108623,341
contig_14995,2537,267096,383
contig_15,521,70575,302
contig_15004,1336,103605,1198
contig_15011,1726,149357,175
contig_15025,422,36762,14159
contig_15026,25103,1945588,26
contig_15027,123,20555,133
contig_15029,567,48530,57
contig_15036,801,109277,4
contig_15056,185,24556,166
contig_15062,1995,184048,143
contig_15063,466,48047,1593
contig_15064,10954,1092808,844
contig_15065,10123,1074998,65
contig_15068,197,20343,166
contig_1507,590,75753,111
contig_15070,814,66804,79
contig_15077,63,17976,225
contig_15082,1787,204176,336
contig_15087,1828,212494,529
contig_15090,2968,287826,519
contig_15091,3177,310633,588
contig_15095,1363,81251,548
contig_15097,847,130338,396
contig_15098,1068,134099,3605
contig_1510,2,2069,2147
contig_15102,1773,160038,46
contig_15106,172,33774,216
contig_15107,129,25946,53044
contig_15108,2997,557400,150
contig_15113,773,111971,138
contig_15114,1000,123312,528
contig_15115,572,66628,146
contig_15118,719,84540,323
contig_15123,4223,246566,335
contig_15124,1125,65137,29881
contig_15126,18286,2937169,994
contig_15128,10076,1664702,37542
contig_15134,2788,201676,29486
contig_15135,10172,885050,210
contig_15137,3315,475255,29
contig_15138,242,31311,127
contig_15141,983,129138,86
contig_15144,188,32244,1690
contig_1515,7723,743853,5643
contig_15150,2669,745989,59
contig_15153,318,37488,117
contig_15158,1061,125021,12942
contig_1516,26947,2588776,293
contig_15160,1085,130278,69
contig_15162,1893,198176,479
contig_1517,1862,201865,3448
contig_15171,2939,635233,66
contig_15172,247,58459,2572
contig_15175,2031,466945,211
contig_15177,526,142406,57
contig_15180,89,26134,56
contig_15181,105,35090,3996
contig_15182,3627,836865,60
contig_15183,137,29416,21
contig_15184,139,40914,3465
contig_15185,2844,609882,19
contig_15187,242,50230,171
contig_15188,527,154840,4
contig_15192,170,19559,70
contig_15196,764,158785,28786
contig_1520,1222,93590,226
contig_15209,728,63482,155
contig_15211,856,69265,421
contig_15227,1399,223163,304
contig_15233,2547,308715,72
contig_15238,252,37727,7871
contig_15239,5222,1175115,1
contig_15240,163,10437,141
contig_15242,4414,541007,986
contig_15246,1428,176646,180
contig_15248,2963,466060,7482
contig_15252,11617,1067129,40
contig_15253,1036,86828,26
contig_15256,356,36463,11
contig_15264,133,16869,3097
contig_15265,22237,1984268,56
contig_15266,244,32642,4
contig_1527,122,9343,115
contig_15279,1087,80898,157
contig_15287,698,71251,1611
contig_15289,1232,182091,27
contig_15290,147,18110,27460
contig_15291,15852,2024518,141
contig_15295,1394,149542,729
contig_15296,3213,336583,76503
contig_15298,8530,962734,34352
contig_153,228,55307,96
contig_15302,250,32059,76
contig_15305,510,51071,1743
contig_15314,396,46736,16
contig_15315,41,4346,8
contig_15316,353,45881,1668
contig_1532,247,25029,516
contig_15320,9190,938090,656
contig_15324,4483,362331,731
contig_15334,454,75934,3463
contig_1534,1835,271108,33
contig_15343,683,80673,42
contig_15344,478,39385,101
contig_15353,360,47733,131
contig_15359,341,48929,240
contig_15360,215,32702,70
contig_15368,209,21100,5980
contig_15370,1501,194805,147
contig_15373,1793,226472,21
contig_1538,104,18924,66
contig_15386,229,37794,1072
contig_15406,352,37386,114
contig_15408,244,29868,568
contig_15409,4333,400889,339
contig_1541,578,95028,39
contig_15411,360,31082,3
contig_15414,109,12976,160
contig_15417,1152,143367,179
contig_15419,298,26132,2927
contig_1542,2055,259868,11
contig_15421,128,14068,61
contig_15429,1553,156858,22
contig_15430,1016,99776,52
contig_15432,944,91530,589
contig_15434,2700,314401,189
contig_15436,1038,110246,137
contig_15442,935,101046,283
contig_15443,1734,197768,17482
contig_15446,16695,3005622,494
contig_1545,2096,325016,455
contig_15451,1354,94511,144
contig_15452,277,38737,50
contig_15453,237,25192,79
contig_15454,776,63631,13165
contig_1546,17335,1869016,22
contig_15463,347,48829,760
contig_1547,4949,725339,127
contig_15476,1730,166784,11
contig_1548,222,17074,111
contig_15480,444,56640,257
contig_15483,934,136501,266
contig_15485,1353,156342,1393
contig_15504,291,31963,24027
contig_15506,9033,1023700,170
contig_15509,276,73675,103
contig_15510,1527,143059,80
contig_15512,868,62422,325
contig_15513,561,47082,377
contig_15556,3410,193403,70
contig_15563,938,94564,5911
contig_15578,11047,682556,288
contig_1558,93,12230,826
contig_15581,4068,507260,53
contig_15582,256,45482,57
contig_15589,486,57776,1298
contig_1559,7489,1158376,60
contig_15591,382,45177,97
contig_15592,531,58054,161
contig_15596,1296,380173,6
contig_15601,534,57677,89
contig_15602,609,54380,22
contig_15603,147,23129,157
contig_15613,1759,320264,87
contig_15615,213,30028,653
contig_15616,1110,151194,977
contig_15618,1257,155641,34
contig_15619,297,25489,40
contig_1562,430,87713,38
contig_15637,55,8213,113
contig_15638,242,64548,112
contig_15640,828,88334,56
contig_15643,318,42391,41
contig_15646,86,21670,509
contig_15647,95,23544,305
contig_15648,2011,186589,78
contig_15653,1634,189878,2853
contig_1566,5543,1565573,61
contig_15669,866,48415,277
contig_15670,1336,78630,9
contig_15672,62,14943,696
contig_15673,1817,327924,106
contig_15678,518,56291,77
contig_1568,467,56609,2664
contig_15683,3042,423396,553
contig_15685,1408,229010,1285
contig_15689,390,41248,23
contig_15690,24,3481,12
contig_15691,636,37901,90
contig_15692,165,41613,716
contig_15697,2951,281989,46
contig_15698,365,43732,597
contig_15699,1387,157065,91923
contig_157,14131,1551237,32605
contig_1570,10146,2434728,135
contig_15701,538,72650,5
contig_15703,112,20015,1472
contig_15708,3354,431435,78
contig_15709,242,37829,48
contig_15710,535,57314,28
contig_15728,172,22554,2048
contig_1573,21590,1305320,51
contig_15731,586,57589,325
contig_15732,2861,203242,71
contig_15736,567,62980,38
contig_15738,337,17041,1419
contig_1574,21790,1305866,175
contig_15745,707,116226,5
contig_15746,260,20560,596
contig_15747,2554,217581,652
contig_15755,2049,144299,205
contig_15758,786,213197,74
contig_15764,112,33076,64
contig_15767,789,80251,138
contig_15770,1233,130010,290
contig_15773,923,117568,84
contig_15776,908,88186,214
contig_15790,981,114302,85
contig_15791,945,97912,290
contig_15793,2380,235800,5143
contig_15796,2572,389953,8632
contig_15804,7318,921875,193
contig_15806,1522,173319,277
contig_15813,3437,226058,1674
contig_15819,4343,447101,3992
contig_15820,12457,1298966,777
contig_15826,2917,340556,595
contig_15830,2065,219186,569
contig_15831,1375,197899,38
contig_15836,449,56860,640
contig_15847,252,30166,775
contig_15857,4739,358692,141
contig_15858,2803,214136,8
contig_15874,292,32479,18
contig_15881,226,21387,135
contig_15889,383,64365,294
contig_1589,3955,313653,16
contig_15890,395,34623,2974
contig_15894,7726,1010110,12
contig_15895,324,36958,443
contig_15898,4476,476912,36
contig_15917,183,27603,240
contig_1592,670,144314,109
contig_15923,1383,128422,53
contig_15924,232,48414,99
contig_15930,682,83571,798
contig_15934,3656,220422,202
contig_15940,330,51967,48
contig_15944,425,41504,249
contig_15950,727,91856,222
contig_15951,1506,231196,85
contig_15953,527,68672,8
contig_15962,291,43102,398
contig_15964,2764,286123,9
contig_15979,700,81151,53
contig_15981,606,60489,11
contig_160,413,39952,3866
contig_16008,138,36184,437
contig_16027,1715,207306,485
contig_1603,15534,1672796,326
contig_16032,4092,397102,38
contig_1604,472,42340,6911
contig_16075,8146,1001003,9
contig_16077,279,38075,1305
contig_16085,1046,114073,12
contig_16086,276,28680,56
contig_16087,721,77471,926
contig_16088,1005,133931,7
contig_16096,428,61843,1020
contig_16104,677,107902,1944
contig_16113,1418,266381,404
contig_16114,1259,233652,33
contig_16120,333,20163,301
contig_16208,1494,86637,479
contig_16218,2183,130983,11
contig_16225,472,27398,5
contig_16269,456,24264,270
contig_16283,431,28610,273
contig_16309,1257,152677,205
contig_16312,394,138312,43
contig_16318,155,26953,267
contig_16319,6498,762780,171
contig_16322,248,38680,1847
contig_16325,1230,113802,104
contig_1633,421,84101,118
contig_16339,1614,173859,93
contig_1634,342,65800,234
contig_16345,78,16643,385
contig_16347,1920,108800,174
contig_16353,1035,143337,504
contig_16354,1423,203372,1225
contig_16355,6155,657545,5
contig_16367,155,16135,17
contig_16368,221,21322,59
contig_16371,136,17591,904
contig_16379,1291,163561,617
contig_16388,3112,342415,65
contig_16396,516,66201,103
contig_16409,366,49059,1212
contig_16414,6164,604497,66
contig_16417,968,95815,153
contig_16420,1251,147210,104
contig_16427,1471,75425,27
contig_16429,89,9564,4151
contig_16430,7333,1524669,51
contig_16431,877,85724,35
contig_16432,1284,137736,200
contig_16437,8662,614414,129
contig_16440,305,56174,5324
contig_16443,2161,364128,775
contig_16444,1090,351715,239
contig_16445,139,39451,36
contig_16446,46,15578,133
contig_16452,148,28516,2294
contig_16461,2089,265339,37
contig_16462,1718,238306,1662
contig_16463,2030,252251,4909
contig_16467,19566,1768836,261694
contig_16469,16054,1696168,6
contig_16470,408,43527,1495
contig_16481,807,207952,9
contig_16482,103,18323,122
contig_16484,255,47074,2891
contig_16487,1985,470678,168
contig_16489,1380,113586,4
contig_16491,496,54275,240
contig_16495,3676,371598,443
contig_16497,2143,261581,147
contig_16498,933,102096,422
contig_16513,778,107328,146
contig_16516,470,61489,1417
contig_16520,2148,281382,327
contig_16524,520,46706,29
contig_16525,131,13550,473
contig_16526,664,60159,30
contig_16535,127,15067,30
contig_16538,235,51328,15
contig_1654,138,33395,66
contig_16545,274,54820,79
contig_16547,1019,111463,106
contig_16550,118,33039,346
contig_16551,451,137321,142
contig_16553,838,107653,255
contig_16555,4004,441033,69
contig_16563,383,62339,257
contig_16568,1448,79222,1371
contig_16570,1414,75752,112
contig_16571,1158,63689,925
contig_16578,3825,551202,53
contig_16579,605,60966,75
contig_16583,391,50972,328
contig_16586,475,57882,3589
contig_16589,1040,176846,17
contig_16591,479,38298,155
contig_16596,504,36894,4
contig_16598,350,24640,51
contig_16603,896,87117,48
contig_16605,814,77300,466
contig_16606,3478,428318,138
contig_16611,3748,516850,180
contig_16613,1924,190116,185
contig_16614,4428,779796,456
contig_16636,622,88371,151
contig_16638,753,87102,2137
contig_16646,1678,275510,6
contig_16648,24,4885,2105
contig_16649,2439,402862,1441
contig_16656,196,37167,170
contig_16657,57,11496,135360
contig_1666,22114,2516954,22
contig_16663,295,48618,3520
contig_16667,1855,238648,202
contig_1667,382,52066,1622
contig_16671,2736,348354,21
contig_16674,1387,83320,1438
contig_16677,1717,247365,6334
contig_16678,989,142693,176
contig_16679,823,137176,116
contig_16685,555,102312,55
contig_16688,159,51316,24
contig_1669,226,53731,1784
contig_16692,3917,673256,101
contig_16693,163,32161,7
contig_16697,34,11316,6
contig_167,527,38882,848
contig_16700,5270,493276,73
contig_16725,272,50537,29
contig_16727,215,32827,221
contig_16728,625,76708,1897
contig_16733,3638,259647,2625
contig_16734,3441,240927,251
contig_1676,581,124172,13
contig_16776,115,18026,1981
contig_16777,400,54446,613
contig_16785,431,46542,26
contig_168,818,49873,60
contig_16803,1125,113947,72
contig_16804,363,50234,878
contig_16805,1632,276655,815
contig_16806,177,22495,25
contig_1681,630,37064,3666
contig_16810,689,36894,178
contig_16812,369,51734,11
contig_16814,125,18120,35
contig_16822,1644,103607,137
contig_16825,348,57137,58
contig_16828,388,47351,8
contig_16832,147,27183,55
contig_16833,608,119482,10
contig_16835,369,44781,371
contig_16837,1834,284987,1089
contig_16841,675,100274,137
contig_16845,690,96180,1127
contig_16846,756,112434,231
contig_16849,535,79076,189
contig_1685,3979,211997,276
contig_16853,1452,242094,565
contig_16856,1259,213097,100
contig_16867,405,37794,67
contig_16868,328,49518,84
contig_16872,2523,161826,1646
contig_16875,5759,497450,28
contig_16876,360,27171,59
contig_16878,325,36903,63
contig_16879,305,45178,931
contig_1688,3896,427184,17
contig_16882,1097,57891,65
contig_16883,1335,68401,589
contig_16884,5025,248251,17
contig_16885,545,23260,73
contig_1689,1661,178258,58
contig_16894,139,47488,177
contig_16898,363,31231,63
contig_16910,70,12982,244
contig_16911,464,67552,9
contig_16912,314,42293,282
contig_16917,1683,262929,8
contig_16940,148,13498,4667
contig_16942,1921,318348,88
contig_16944,429,54984,762
contig_16948,332,57993,29297
contig_1695,15415,2045207,2245
contig_16951,769,125004,328
contig_16953,522,61049,110
contig_16955,367,22107,1530
contig_1696,138,30927,5
contig_16976,892,55495,7594
contig_1698,10894,1280314,37
contig_16984,739,45547,70
contig_170,672,45355,7
contig_17000,562,37096,89
contig_17014,1120,127143,10
contig_17017,474,42224,30
contig_17033,270,30999,876
contig_17041,4347,520267,119
contig_17042,393,69915,66
contig_17051,192,35628,41
contig_17052,1911,102192,45
contig_17055,188,30454,118
contig_17058,274,63788,248
contig_17059,569,44875,20289
contig_17060,8815,952692,3
contig_17062,115,21164,4599
contig_17066,10606,1322792,71
contig_17068,218,57102,30
contig_17082,345,34726,1197
contig_17085,1245,238179,10569
contig_17089,6338,1763947,22
contig_17093,263,31481,102
contig_17098,1884,135736,10
contig_17099,200,25820,26
contig_17113,1107,89800,18
contig_17118,122,15187,1416
contig_17119,30821,2120326,308
contig_17122,10016,661006,137
contig_17132,184,18699,1611
contig_17138,3834,433908,2407
contig_17140,5890,663885,1641
contig_17142,2796,325292,20
contig_17150,247,51184,50
contig_17153,655,63625,1758
contig_17160,6578,655828,47366
contig_17164,2457,153051,10
contig_17165,45,5462,131
contig_17171,400,43646,46
